title,authors,average_rating,isbn,language_code,# num_pages
Chainfire (Sword of Truth  #9),Terry Goodkind,3.96,765344319,eng,756
The Sword of Truth  Boxed Set I: Wizard's First Rule  Blood of the Fold  Stone of Tears (Sword of Truth  #1-3),Terry Goodkind,4.29,812575601,en-US,2480
Wizard's First Rule (Sword of Truth  #1),Terry Goodkind,4.14,765346524,eng,836
Phantom (Sword of Truth  #10),Terry Goodkind,3.99,765344327,en-US,673
Blood of the Fold (Sword of Truth  #3),Terry Goodkind,3.99,812551478,en-US,623
Naked Empire (Sword of Truth  #8),Terry Goodkind,3.82,765344300,eng,736
Legends 2 (Legends 1  Volume 2of3),Robert Silverberg-Terry Goodkind-George R.R. Martin-Anne McCaffrey,3.88,812575237,eng,379
Naked Empire (Sword of Truth  #8),Terry Goodkind,3.82,7145594,en-GB,685
Chainfire (Sword of Truth  #9),Terry Goodkind,3.96,7145616,en-GB,665
The Wood Boy / The Burning Man,Raymond E. Feist-Tad Williams-Mat Broome-Robin Gillespie-Sean J. Jordan-Brett Booth,3.63,976401118,eng,144
Daughter of the Empire (The Empire Trilogy  #1),Raymond E. Feist-Janny Wurts,4.26,586074813,eng,528
Shadow of a Dark Queen (The Serpentwar Saga  #1),Raymond E. Feist,4.04,380720868,eng,497
The King's Buccaneer (Krondor's Sons  #2),Raymond E. Feist,4.01,385236255,en-GB,465
Krondor: Tear of the Gods (The Riftwar Legacy  #3),Raymond E. Feist,3.86,6483569,eng,372
Magician: Apprentice Volume 1  (Raymond E. Feist's Magician: Apprentice #1),Raymond E. Feist-Michael Avon Oeming-Bryan J.L. Glass-Ryan Stegman,4.45,785127224,eng,168
Magician (The Riftwar Saga  #1-2),Raymond E. Feist,4.33,586217835,eng,681
Magician (The Riftwar Saga  #1-2),Raymond E. Feist,4.33,385175809,en-US,568
Faerie Tale,Raymond E. Feist,3.87,586071393,eng,490
Promise Me (Myron Bolitar  #8),Harlan Coben,3.98,451219244,eng,504
The Final Detail (Myron Bolitar  #6),Harlan Coben,4.02,752849182,eng,344
The Innocent,Harlan Coben,3.96,045121577X,eng,503
No Second Chance,Harlan Coben,4.07,451210557,eng,452
Deal Breaker (Myron Bolitar  #1),Harlan Coben,3.95,385340605,eng,339
Darkest Fear (Myron Bolitar  #7),Harlan Coben,4.05,752849190,eng,354
Gone for Good,Harlan Coben,4.11,440236738,eng,432
The Woods,Harlan Coben,4.04,525950125,eng,404
Drop Shot (Myron Bolitar  #2),Harlan Coben,3.93,440220459,eng,341
Tell No One,Harlan Coben,4.11,440236703,eng,370
Darker Than Amber (Travis McGee #7),John D. MacDonald,4.04,449224465,eng,283
The Aeneid: A New Prose Translation,Virgil-David   West,3.83,140444572,eng,353
The Complete Odes and Epodes,Horace-David   West,4,019283942X,eng,200
Object Thinking,David      West,3.97,735619654,eng,334
My Left Foot,Christy Brown,4.05,074930460X,eng,184
Left Foot Forward: A Year in the Life of a Journeyman Footballer,Garry Nelson,3.97,747251827,eng,375
Apologia Pro Vita Sua (A Defense of One's Life),John Henry Newman,4.11,486442136,eng,336
Margherita Dolce Vita,Stefano Benni-Antony Shugaar,3.71,1933372206,en-US,208
The Letters of Vita Sackville-West and Virginia Woolf,Louise DeSalvo-Mitchell Alexander Leaska-Vita Sackville-West-Virginia Woolf,4.26,1573441961,eng,480
Vita,Melania G. Mazzucco-Virginia Jewiss,3.74,312425864,eng,433
The Church in Emerging Culture: Five Perspectives,Leonard Sweet-Brian D. McLaren-Erwin Raphael McManus-Michael S. Horton-Frederica Matthewes-Green-Andy Crouch,3.35,310254876,eng,272
A History of the World in 10½  Chapters,Julian Barnes,3.9,679731377,eng,320
Life Is a Caravanserai,Emine Sevgi Özdamar-Luise von Flotow,3.72,189825334X,eng,270
True Evil,Greg Iles,4.08,743292499,eng,512
The Quiet Game (Penn Cage #1),Greg Iles,4.19,340686030,eng,580
Trapped (Mississippi #2),Greg Iles,3.99,451207505,en-US,434
The Footprints of God,Greg Iles,3.77,743454146,eng,528
Dead Sleep,Greg Iles,4.04,451206525,eng,452
Small Island,Andrea Levy,3.93,312424671,eng,441
Never Far From Nowhere,Andrea Levy,3.68,747252130,eng,282
Shield of Thunder (Troy  #2),David Gemmell-Željko Petrović,4.36,593052226,eng,480
Shield of Thunder (Troy  #2),David Gemmell,4.36,345477014,ale,512
Historia de una Gaviota y del Gato Que le Enseñó a Volar,Luis Sepúlveda-Chris Sheban,4.13,439560268,spa,128
Full Circle: A South American Journey,Luis Sepúlveda-Chris Andrews,3.77,864424655,eng,192
Looking East,Steve McCurry,4.56,714846376,eng,124
Masters of Small Worlds: Yeoman Households  Gender Relations  and the Political Culture of the Antebellum South Carolina Low Country,Stephanie McCurry,3.71,195117956,eng,344
With Borges,Alberto Manguel,3.59,1846590051,eng,104
Borges and the Eternal Orangutans,Luís Fernando Veríssimo-Margaret Jull Costa,3.79,081121592X,eng,135
A Universal History of Iniquity,Jorge Luis Borges-Andrew Hurley,3.97,142437891,eng,128
Jorge Luis Borges,Nextext-McDougal Publishing Staff,3.5,618048235,spa,223
La moneda de hierro,Jorge Luis Borges,3.91,950042715X,spa,162
Odes to Common Things,Pablo Neruda-Ferris Cook-Ken Krabbenhoft,4.38,821220802,eng,152
Full Woman  Fleshly Apple  Hot Moon: Selected Poems,Pablo Neruda-Stephen Mitchell,4.44,60928778,eng,288
Maps for Lost Lovers,Nadeem Aslam,3.79,1400076978,eng,400
Phantom Pain,Arnon Grunberg-Sam Garrett,3.35,1590511263,en-US,288
Blauwe maandagen,Arnon Grunberg,3.11,9038826702,nl,271
Figuranten,Arnon Grunberg,3.12,9038826818,nl,300
The Ethics and Politics of Asylum: Liberal Democracy and the Response to Refugees,Matthew J. Gibney,3.55,521009375,eng,287
Arkham Asylum: Living Hell,Dan Slott-Ryan Sook-Wade Von Grawbadger-Jim Royal,3.81,1401201938,en-US,144
Blackout (Kat Bronsky #2),John J. Nance,3.93,330481916,eng,672
One Flew Over the Cuckoo's Nest,Ken Kesey-Robert Faggen,4.19,670030589,eng,320
Design Like You Give a Damn: Architectural Responses to Humanitarian Crises,Architecture For Humanity-Cameron Sinclair,4.11,1933045256,eng,336
The Winter's Tale,William Shakespeare-Susan Snyder-Deborah T. Curren-Aquino,3.69,521293731,eng,279
The Bar on the Seine,Georges Simenon-David Watson,3.69,143038311,en-US,160
Maigret in Holland,Georges Simenon,3.6,156028522,en-US,180
The Man Who Watched Trains Go By,Georges Simenon-Marc Romano-D. Thin-Luc Sante,3.85,1590171497,eng,203
Maigret and the Killer,Georges Simenon-Lyn Moir,3.83,156028417,en-US,168
Lock 14,Georges Simenon-Robert Baldick,3.63,143037277,en-US,154
The Madman of Bergerac,Georges Simenon,3.76,141187263,eng,160
Monsieur Monde Vanishes,Georges Simenon-Jean Stewart,3.82,141187735,eng,146
Dirty Snow,Georges Simenon-Marc Romano-William T. Vollmann,3.93,1590170431,eng,272
The Man Who Wasn't Maigret: A Portrait of Georges Simenon,Patrick Marnham,4.1,156000598,eng,404
Maigret à New York (Maigret  #27),Georges Simenon,3.57,2253142425,fre,189
The Engagement,Georges Simenon-Anna Moschovakis-John N. Gray,3.73,1590172280,en-US,135
Mon Ami Maigret,Georges Simenon,3.62,2253142441,fre,219
Maigret Loses His Temper (Maigret  #61),Georges Simenon,3.84,156028476,eng,144
The Looking Glass Wars,Frank Beddor,3.93,803731531,eng,364
Rash,Pete Hautman,3.75,689868014,eng,256
Saints at the River,Ron Rash,3.8,312424914,eng,239
The World Made Straight,Ron Rash,3.86,312426607,en-US,289
Eureka Mill,Ron Rash,4.22,189188526X,eng,64
Chemistry and Other Stories,Ron Rash,4.19,312425082,eng,230
Monster,Walter Dean Myers,3.71,64407314,eng,281
The Gospel of the Flying Spaghetti Monster,Bobby Henderson,3.92,812976568,eng,169
The Monster at the End of this Book,Jon Stone-Michael J. Smollin,4.44,037582913X,eng,32
The Sea of Monsters (Percy Jackson and the Olympians  #2),Rick Riordan,4.24,1423103343,eng,280
Monster: The Autobiography of an L.A. Gang Member,Sanyika Shakur,3.96,802141447,en-GB,400
Monster Island (Monster Island  #1),David Wellington,3.6,1560258500,eng,282
The Edge Chronicles 8: Vox: Second Book of Rook,Paul Stewart-Chris Riddell,4.11,552554278,eng,400
The Frog King,Frank McConnell,3.6,802757480,eng,226
I Should Be Extremely Happy in Your Company: A Novel of Lewis and Clark,Brian Hall,3.37,142003719,en-US,432
D.B.,Elwood Reid,3.26,385497393,eng,356
Lincoln,Gore Vidal,4.2,8448306996,spa,354
Lincoln (Narratives of a Golden Age),Gore Vidal,4.2,349105308,en-GB,736
The Silver Pigs (Marcus Didius Falco  #1),Lindsey Davis,3.94,345369076,eng,241
The Silver Pigs (Marcus Didius Falco  #1),Lindsey Davis,3.94,031235777X,eng,329
The Silver Pigs,Lindsey Davis-Mary Cutler-Anton Lesser-Fritha Goodey,3.94,056352569X,eng,2
Judas Pig,Horace  Silver,4.35,1904316344,eng,345
The Civil War: A Narrative,Shelby Foote,4.53,307290468,eng,2934
The Civil War  Vol. 1: Fort Sumter to Perryville,Shelby Foote,4.42,394746236,eng,856
Civil War: a Narrative,Shelby Foote,4.53,394749138,eng,2965
The Beleaguered City: The Vicksburg Campaign,Shelby Foote,4.22,679601708,eng,368
Stars in Their Courses: The Gettysburg Campaign  June-July 1863,Shelby Foote,4.45,679601120,eng,304
La telaraña de Carlota,E.B. White-Guillermo Solana-Garth Williams,4.16,006075740X,spa,224
Toujours Provence,Peter Mayle,4.02,679736042,eng,241
A Year in Provence,Peter Mayle,3.96,140296034,eng,210
The American Heritage New History of the Civil War,Bruce Catton-James M. McPherson,4.1,1586631985,eng,630
Schokolade Zum Frühstück: Das Tagebuch der Bridget Jones,Helen Fielding,3.76,3442448255,ger,343
The Confident Child,Terri Apter,3.62,393040585,eng,270
Your Child's Self-Esteem: Step-by-Step Guidelines for Raising Responsible  Productive  Happy Children,Dorothy Corkille Briggs,4.26,385040202,en-US,368
Smart Discipline: Fast  Lasting Solutions for Your Child's Self-Esteem and Your Peace of Mind,Larry J. Koenig,3.99,60936665,en-US,208
The Reading Group,Elizabeth Noble,3.34,60760443,eng,429
Reading in the Dark,Seamus Deane,3.73,375700234,en-US,256
Alphabet Weekends,Elizabeth Noble,3.58,61122181,en-US,448
A Cargo of Women: Susannah Watson and the Convicts of the Princess Royal,Babette Smith,3.57,1877058335,eng,264
The Rose and the Beast: Fairy Tales Retold,Francesca Lia Block,3.77,64407454,en-US,240
I Was a Teenage Fairy,Francesca Lia Block,3.82,64408620,eng,192
Firebirds Rising: An Anthology of Original Science Fiction and Fantasy,Sharyn November-Francesca Lia Block-Diana Wynne Jones-Ellen Klages-Sharon Shinn-Patricia A. McKillip-Emma Bull-Kelly Link-Tamora Pierce-Nina Kiriki Hoffman-Alison Goodman-Charles de Lint-Kara Dalkey-Alan Dean Foster-Carol Emshwiller-Tanith Lee-Pamela Dean,3.92,142405493,eng,544
Violet und Claire.,Francesca Lia Block,3.78,3473352322,ger,138
Goat Girls (Weetzie Bat  #2-3),Francesca Lia Block,4.42,60594349,en-US,240
Beautiful Boys (Weetzie Bat  #4-5),Francesca Lia Block,4.43,60594357,en-US,304
Weetzie Bat (Weetzie Bat  #1),Francesca Lia Block,3.74,60736259,eng,128
Velvet Elvis: Repainting the Christian Faith,Rob Bell,3.78,031026345X,eng,194
Man Walks Into a Room,Nicole Krauss,3.33,385721919,eng,248
Testaments Betrayed: An Essay in Nine Parts,Milan Kundera-Linda Asher-فروغ پوریاوری,4.04,60927518,eng,288
Too Busy Not to Pray: Slowing Down to Be With God,Bill Hybels-Lavonne Neff,4.16,830819711,en-US,191
Becoming a Contagious Christian,Bill Hybels-Mark Mittelberg,3.91,310210089,eng,224
Courageous Faith Through the Year,Bill Hybels-Keri Wyatt Kent,3.5,830832947,eng,327
Becoming a Contagious Christian Leader's Guide: Communicating Your Faith in a Style That Fits You,Mark Mittelberg-Lee Strobel,3.75,310257867,eng,299
A Is for Abductive : The Language of the Emerging Church,Leonard Sweet-Brian D. McLaren,3.17,310243564,en-US,338
The Church on the Other Side: Doing Ministry in the Postmodern Matrix,Brian D. McLaren,3.58,310252199,eng,224
Great Russian Short Stories,Paul Negri-Alexander Pushkin-Maxim Gorky-Aleksandr Kuprin-Leonid Andreyev-Nikolai Gogol-Ivan Turgenev-Fyodor Dostoyevsky-Leo Tolstoy-Nicholay Leskov-Vsevolod Garshin-Anton Chekhov-Theodor Sologub,4,048642992X,en-US,208
The Portable Dorothy Parker,Dorothy Parker-Marion Meade-Seth,4.34,143039539,eng,626
The Portable Dorothy Parker,Dorothy Parker-Brendan Gill,4.34,517478552,eng,610
Not Much Fun: The Lost Poems of Dorothy Parker,Dorothy Parker-Stuart Y. Silverstein,4.18,743211480,eng,256
The Poetry and Short Stories of Dorothy Parker (Modern Library),Dorothy Parker,4.49,679601325,en-US,457
The Collected Dorothy Parker,Dorothy Parker-Brendan Gill,4.29,014118258X,eng,604
The New Hite Report,Shere Hite,3.76,600601161,en-GB,667
The Killer Angels: A Novel of the Civil War (The Civil War Trilogy  #2),Michael Shaara,4.32,679643249,eng,337
The Killer Angels,Michael Shaara-Stephen Hoye,4.32,739309056,en-US,13
The Killer Angels (The Civil War Trilogy  #2),Michael Shaara,4.32,1841580821,eng,395
Architecture and Tourism: Perception  Performance and Place,D. Medina Lasansky,4,1859737099,eng,320
The Last Eyewitness: The Final Week,Chris Seay-Rob Pepper-Brian D. McLaren,3.77,529123452,eng,144
The Best American Essays 2006,Lauren Slater-Robert Atwan,3.88,618705295,en-US,304
The Best American Spiritual Writing 2006,Philip Zaleski-Peter J. Gomes,3.52,618586458,eng,336
The Best American Travel Writing 2006,Tim Cahill,3.93,618582150,eng,352
The Best American Crime Writing 2006,Mark Bowden-Otto Penzler-Thomas H. Cook-S.C. Gwynne-Paige Williams-Mary Battiata-Howard Blum-John Connolly-Richard Rubin-Chuck Hustmyre-David Friedman-Denise Grollmus-Deanne Stillman-Jeffrey Toobin-Skip Hollandsworth-Jimmy Breslin-John Heilemann-Mark Jacobson-Robert Nelson,3.99,60815523,eng,352
How Democratic Is the American Constitution?,Robert A. Dahl,3.64,300095244,en-US,240
The Roald Dahl Omnibus: Perfect Bedtime Stories for Sleepless Nights,Roald Dahl,4.35,880291230,en-US,681
A Preface to Democratic Theory,Robert A. Dahl,3.62,226134342,en-GB,200
Switch Bitch,Roald Dahl,4,140041796,eng,140
Matilda,Roald Dahl-Joely Richardson,4.3,60582545,eng,5
Kiss Kiss,Roald Dahl-Wolfheinrich von der Mülbe-Hans-Heinrich Wellmann-Daisy Schjelderup-Daisy Schelderup,4.11,140018328,eng,231
Roald Dahl: A Biography,Jeremy Treglown,3.62,156001993,eng,336
Matilda,Roald Dahl-Rula Lenska-Sian Thomas-Christopher Timothy,4.3,141805625,eng,1
The Adventures of Charlie and Mr. Willy Wonka: A Fully Dramatized Recording,Roald Dahl,4.12,141805617,en-GB,4
Fantastic Mr Fox and Other Animal Stories,Roald Dahl,3.92,141805641,eng,4
Hood,Emma Donoghue,3.59,1555834531,eng,309
Landing,Emma Donoghue,3.42,151012970,eng,336
Kissing the Witch: Old Tales in New Skins,Emma Donoghue,3.9,64407721,eng,228
Life Mask,Emma Donoghue,3.5,156032643,eng,672
Stir-Fry,Emma Donoghue,3.58,1555837239,eng,240
Poems Between Women: Four Centuries of Love  Romantic Friendship  and Desire,Emma Donoghue,3.86,231109253,en-US,256
What Sappho Would Have Said,Emma Donoghue,3.68,241136822,eng,256
Slammerkin,Emma Donoghue,3.7,156007479,eng,410
We Are Michael Field,Emma Donoghue-Nick Drake,3.6,1899791663,en-US,152
Life is Elsewhere,Milan Kundera-Aaron Asher,3.95,60997028,eng,432
Todo está iluminado,Jonathan Safran Foer,3.9,030734312X,spa,352
Hart's Hope,Orson Scott Card,3.47,812521358,eng,261
Earthborn (Homecoming Saga  #5),Orson Scott Card,3.4,1857239822,eng,430
The Call Of Earth (Homecoming Saga  #2),Orson Scott Card,3.58,1857239792,eng,304
Firefighters in the Dark,Dashka Slater-Nicoletta Ceccoli,3.62,618554599,en-US,32
Cherries In The Snow,Emma Forrest,3.48,747574324,en-GB,269
Wide Sargasso Sea,Jean Rhys,3.58,140818030,en-US,168
Wide Sargasso Sea,Jean Rhys,3.58,140274219,eng,160
Wide Sargasso Sea,Jean Rhys,3.58,445002514,eng,190
Marcel Proust: On Art and Literature 1896-1919,Marcel Proust-Sylvia Townsend Warner,4.05,786704543,eng,416
Remembrance of Things Past (Boxed Set),Marcel Proust-C.K. Scott Moncrieff-Frederick A. Blossom-Joseph Wood Crutch,4.34,701125594,eng,3400
The Complete Green Letters,Miles J. Stanford,4.2,310330513,en-US,336
High Five (Stephanie Plum #5),Janet Evanovich,4.18,312203039,eng,292
Naked,David Sedaris-Amy Sedaris,4.09,1586212230,en-US,3
The Last Shot: City Streets  Basketball Dreams,Darcy Frey,4.16,618446710,en-CA,233
The Inner Sanctum,Stephen W. Frey,3.62,451190149,eng,448
Life on Planet Rock: From Guns N' Roses to NIRVana  a Backstage Journey Through Rock's Most Debauched Decade,Lonn Friend,3.58,767922085,eng,320
Principle-Centered Leadership,Stephen R. Covey,4.09,671792806,eng,336
7 hábitos de las familias altamente efectivas,Stephen R. Covey,4.15,1400083419,spa,412
First Things First,Stephen R. Covey,4.09,743468597,eng,360
Fablehaven (Fablehaven  #1),Brandon Mull,4.09,1590385810,eng,351
The Belgariad Boxed Set: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit / Castle of Wizardry / Enchanters' End Game (The Belgariad  #1-5),David Eddings,4.27,345340442,eng,1635
El 8o Habito: de La Efectividad a la Grandeza,Stephen R. Covey,4.01,9501211045,spa,469
First Things First,Stephen R. Covey-A. Roger Merrill-Rebecca R. Merrill,4.09,684858401,en-US,360
Queen of Sorcery (The Belgariad  #2),David Eddings,4.14,552148083,en-GB,447
Castle of Wizardry (The Belgariad  #4),David Eddings,4.17,552148105,eng,443
The Leadership Challenge: Skills for Taking Charge,Warren G. Bennis,0,088684049X,eng,60
Fullmetal Alchemist  Vol. 6 (Fullmetal Alchemist  #6),Hiromu Arakawa-Akira Watanabe,4.58,1421503190,eng,200
The Elements of Typographic Style,Robert Bringhurst,4.24,881792063,en-US,352
The Elements of Visual Style: The Basics of Print Design for Every PC and Mac User,Robert W. Harris,3.25,618772456,en-US,177
Graphic Design Solutions,Robin Landa,4.03,1401881548,en-US,403
The Mask of the Enchantress,Victoria Holt,3.84,449210847,eng,0
Secret for a Nightingale,Victoria Holt,3.82,449212963,eng,396
The Devil On Horseback,Victoria Holt,3.79,449236250,eng,302
Bride Of Pendorric / The Shadow Of Lynx / King Of The Castle / Mistress Of Mellyn,Victoria Holt,4.22,090571251X,eng,862
The Silk Vendetta,Victoria Holt,3.82,449215482,eng,373
Curse Of The Kings,Victoria Holt,3.76,044920068X,eng,304
Purple Cane Road (Dave Robicheaux  #11),James Lee Burke,4.15,440224047,en-US,387
Parliament of Whores: A Lone Humorist Attempts to Explain the Entire U.S. Government,P.J. O'Rourke,4.01,802139701,en-US,240
Monkeewrench (Monkeewrench  #1),P.J. Tracy,4.12,045121157X,eng,421
P. J. Funnybunny Camps Out,Marilyn Sadler-Roger Bollen,3.86,679832696,eng,32
Lo único que no podrás hacer en el cielo,Mark Cahill,4.13,964366568,spa,255
De profundis,Oscar Wilde,4.18,8484034348,spa,192
Un amour de swann (À la recherche du temps perdu  #1.2),Marcel Proust,3.91,2035882133,fre,432
Serious Girls,Maxine Swann,3.19,312288018,eng,240
Deadly Love (Francesca Cahill Deadly  #1),Brenda Joyce,3.98,312977670,eng,338
Exiled in Paris: Richard Wright  James Baldwin  Samuel Beckett and Others on the Left Bank,James    Campbell,3.97,520234413,eng,304
The Price of the Ticket: Collected Nonfiction  1948-1985,James Baldwin,4.7,312643063,eng,712
The Portable James Joyce,James Joyce-Harry Levin,4.16,140150307,eng,762
2006 International Building Code,International Code Council (ICC),3.5,1580012515,eng,664
Einstein's Monsters,Martin Amis-Erroll McDonald,3.4,679729968,eng,151
International Plumbing Code 2006,International Code Council (ICC),3.5,1580012590,eng,148
International Building Code 2003,International Code Council (ICC),3.62,1892395568,eng,656
The Major Works,Alexander Pope-Pat Rogers,3.88,019920361X,eng,768
Poetry and Prose of Alexander Pope (Riverside Editions),Alexander Pope-Aubrey Williams,3.91,395051568,eng,512
